sample1.png,watch
sample2.png,clean
sample3.png,forward
sample4.png,secret
sample5.png,square
sample6.png,sweet
sample7.png,flight
sample8.png,number
sample9.png,parcel
sample10.png,linen
sample11.png,attack
sample12.png,comfort
sample13.png,healthy
sample14.png,woman
sample15.png,between
sample16.png,fruit
sample17.png,office
sample18.png,electric
sample19.png,light
sample20.png,reward
sample21.png,powder
sample22.png,damage
sample23.png,thick
sample24.png,tomorrow
sample25.png,white
sample26.png,together
sample27.png,trick
sample28.png,sister
sample29.png,tongue
sample30.png,because
sample31.png,again
sample32.png,tooth
sample33.png,almost
sample34.png,board
sample35.png,stitch
sample36.png,spoon
sample37.png,paste
sample38.png,memory
sample39.png,guide
sample40.png,electric
sample41.png,regret
sample42.png,harbor
sample43.png,prose
sample44.png,circle
sample45.png,flight
sample46.png,motion
sample47.png,cause
sample48.png,front
sample49.png,question
sample50.png,drawer
sample51.png,present
sample52.png,elastic
sample53.png,laugh
sample54.png,rhythm
sample55.png,angle
sample56.png,porter
sample57.png,purpose
sample58.png,event
sample59.png,effect
sample60.png,history
sample61.png,tired
sample62.png,animal
sample63.png,steam
sample64.png,normal
sample65.png,scissors
sample66.png,while
sample67.png,print
sample68.png,behavior
sample69.png,impulse
sample70.png,quiet
sample71.png,level
sample72.png,basin
sample73.png,every
sample74.png,peace
sample75.png,right
sample76.png,month
sample77.png,science
sample78.png,river
sample79.png,frame
sample80.png,stocking
sample81.png,pencil
sample82.png,table
sample83.png,common
sample84.png,store
sample85.png,ornament
sample86.png,belief
sample87.png,across
sample88.png,history
sample89.png,harmony
sample90.png,young
sample91.png,summer
sample92.png,yellow
sample93.png,medical
sample94.png,current
sample95.png,amount
sample96.png,skirt
sample97.png,serious
sample98.png,paper
sample99.png,round
sample100.png,stamp
